,FL1-A,FL3-A
794,3698.303,1631.8889
795,6507.599,4714.502
796,5164.1255,3156.997
797,3484.5957,3726.9492
798,3479.7395,2821.091
799,3456.6082,3055.4814
800,5219.6694,4062.7776
801,3720.1875,3808.0198
802,4353.9995,3270.7705
803,3984.379,3591.7659
804,3384.005,2134.0796
805,3771.37,2046.8926
806,3712.2095,3900.1045
807,3674.451,2844.3967
808,3643.368,5042.448
809,3601.3274,2637.4958
810,3930.2686,3395.1184
811,3335.6902,3003.8567
812,3747.9111,2689.3772
813,4459.5312,5511.245
814,4507.5244,5839.9043
815,3630.514,689.9744
816,3469.9219,2126.3755
817,3296.6108,1702.663
818,3606.7302,2689.3772
819,3803.0518,2215.9849
820,3514.571,3407.863
821,3758.6792,1139.7118
822,5092.963,3372.7107
823,6127.3765,4566.0977
824,3384.005,3167.1868
825,3746.8245,4259.14
826,3261.9448,2788.9773
827,3863.928,2924.6187
828,3441.314,2768.2734
829,4578.9683,6035.4727
830,6868.655,4998.657
831,3843.643,2602.8936
832,3359.2986,2720.9038
833,4854.2856,4761.596
834,5138.322,3508.3696
835,4369.236,4598.624
836,4060.7815,348.9821
837,3667.1233,2022.1672
838,3443.0303,3466.6177
839,4899.4385,4207.5234
840,5634.6597,6975.869
841,3775.546,3858.459
842,3681.6978,1742.0897
843,3638.2563,3061.3328
844,4081.754,3106.5847
845,6553.87,4409.0146
846,3429.1782,3396.9536
847,3365.0781,2809.1907
848,3448.1536,4231.839
849,6144.9067,4325.418
850,3890.5972,3216.112
851,3867.5486,1901.2733
852,3601.3274,2126.3755
853,3347.5938,2955.2712
854,6638.6665,4819.9365
855,3288.1013,3043.6426
856,4194.732,2215.9849
857,5146.2476,3693.6013
858,3926.9863,3638.2563
859,3541.794,3557.9043
860,3679.291,2924.6187
861,3347.5938,2934.9675
862,3509.9253,3206.5862
863,3731.4185,2420.8262
864,3569.3828,3174.7373
865,5079.2275,3992.5955
866,4015.9106,1269.7141
867,3855.7068,2286.0864
868,3597.2463,3437.8684
869,3691.2378,1526.9543
870,4567.8687,1018.1708
871,3621.3657,2592.7686
872,4244.894,3013.2217
873,5002.574,3040.654
874,5204.105,3508.3696
875,3365.0781,4664.735
876,3826.558,3602.6821
877,3803.0518,2821.091
878,4286.6904,3404.2456
879,4092.6182,4543.2104
880,3528.3198,3351.517
881,4858.3315,4816.805
882,4871.209,3349.5583
883,3277.319,2805.1865
884,3429.1782,3543.2744
885,3943.231,3935.1604
886,3404.2456,3064.2417
887,4238.903,4743.5015
888,3372.7107,3141.4438
889,3404.2456,3149.2612
890,6423.445,4707.2666
891,3546.226,2656.7046
892,3730.304,5151.927
893,4151.257,3084.2976
894,4532.0645,3513.026
895,3654.727,3479.7395
896,3743.5537,4365.564
897,3528.3198,3259.7212
898,4481.6255,2703.0254
899,6647.1914,4936.656
900,3719.0537,741.4409
901,4232.346,0.0
902,3498.9597,2258.5288
903,3894.936,4817.1978
904,3618.7285,1127.6947
905,3425.6711,3174.7373
906,3985.1301,2179.3938
907,3610.7537,3013.2217
908,5367.704,3565.1013
909,4209.63,3122.8762
910,3543.2744,2617.8801
911,3587.6257,3816.8674
912,4488.706,4379.3228
913,3448.1536,3201.776
914,3566.5315,1139.7118
915,3569.3828,4454.591
916,3852.9429,3398.7837
917,5071.6606,1962.8628
918,4705.15,3591.7659
919,4147.784,3031.618
920,3296.6108,3234.7964
921,3492.6133,931.402
922,4753.1606,3565.1013
923,3513.026,0.0
924,3288.1013,2587.6655
925,4046.63,3466.6177
926,3517.6506,2607.9155
927,5066.997,3966.0745
928,3562.2317,2870.7854
929,3854.7869,3481.362
930,3463.2974,2958.6052
931,3821.731,4158.145
932,3537.3323,2896.3523
933,3288.1013,906.37683
