,FL1-A,FL3-A
313,4717.7417,3676.8752
314,5047.975,3508.3696
315,5247.816,3847.3792
316,3952.783,3239.3928
317,4242.405,2414.7695
318,6262.931,4537.0435
319,4903.5366,4175.041
320,5126.4126,3614.7532
321,6329.0093,4417.726
322,4742.1724,4383.312
323,3872.0457,1722.4694
324,6043.374,3959.0723
325,6102.1733,3999.2397
326,4030.7583,2414.7695
327,6153.8926,3855.7068
328,5630.8833,3956.7212
329,6728.316,5277.291
330,6235.621,4620.1104
331,4923.294,3162.1094
332,6073.614,4374.5015
333,6754.034,4774.5605
334,6293.605,3997.0327
335,5541.257,4337.9507
336,4505.244,2914.1345
337,5586.0527,3949.615
338,6026.644,4206.9956
339,4201.6934,2577.3765
340,5745.9307,2848.2185
341,6232.7246,4797.063
342,4725.3105,3351.517
343,5222.7954,3010.1125
344,5388.4766,3406.0566
345,6198.5723,4232.853
346,4853.1772,3474.8484
347,5462.115,3959.0723
348,4180.573,2961.9253
349,6352.191,4264.941
350,5240.2417,3847.3792
351,5185.355,3909.4731
352,3863.0198,4092.6182
353,7038.048,5822.871
354,5458.4478,3347.5938
355,3847.3792,2776.615
356,5206.5894,3626.6086
357,4229.806,3103.8347
358,4353.582,2582.5347
359,5889.195,4372.0767
360,5275.9106,4149.523
361,5405.518,2201.4744
362,4117.4653,3177.237
363,5008.904,1865.0446
364,5151.135,3730.304
365,6120.737,4189.324
366,6704.856,4868.691
367,4255.731,3838.9424
368,4460.234,2813.1763
369,6174.511,4282.962
370,6133.054,4127.1357
371,6636.772,4583.008
372,5247.9126,2751.3445
373,5737.7964,3922.0312
374,5594.4307,3881.8298
375,5787.9204,3519.185
376,5310.203,3618.7285
377,5389.5464,3519.185
378,6063.1357,4051.3826
379,5155.646,3655.9773
380,4201.6934,2981.5574
381,5054.1167,4161.5605
382,4032.851,2747.06
383,5125.4683,4042.5278
384,6279.7114,4365.155
385,6119.782,4142.539
386,4029.3591,3351.517
387,6192.294,4469.641
388,6258.54,4723.027
389,5282.234,3836.1055
390,4090.7146,2485.244
391,3873.8357,3732.531
392,6917.3213,5244.623
393,5941.429,4238.903
394,5791.304,4352.747
395,5247.816,3025.5344
396,3798.0452,2473.8254
397,4100.176,3427.4268
398,3823.666,4235.8853
399,4800.297,4850.584
400,5449.1123,2396.3918
401,4237.8984,3000.71
402,4243.8994,3006.991
403,6124.4946,4909.801
404,4804.7163,3503.681
405,3999.2397,3556.4556
406,6218.454,4152.41
407,4782.915,3622.6804
408,4314.4067,2432.8372
409,5743.727,4130.7236
410,4471.712,4052.734
411,5307.848,3584.8513
412,4252.303,4641.131
413,5520.2896,3706.451
414,4412.438,3010.1125
415,5509.182,3940.015
416,3877.401,2524.2249
417,4838.206,3802.0535
418,6351.0767,4591.8584
419,5223.3984,3492.6133
420,4066.0903,1030.4573
421,3807.0293,2485.244
422,4724.6265,2978.319
423,4061.4478,3678.0842
424,5376.9727,3508.3696
425,3835.1572,3468.2717
426,5802.692,4281.558
427,5015.168,3647.176
428,5776.489,3954.361
429,5137.1646,4045.2654
430,4300.4756,3609.4153
431,4087.529,2878.172
432,4482.3037,2751.3445
433,5037.9634,3706.451
434,5997.071,4529.246
435,5968.461,4247.868
436,5090.341,1712.5894
437,5329.0566,4287.619
438,3812.95,3625.3018
439,4226.744,3177.237
440,4059.4473,2149.3572
441,4443.1475,3211.3647
442,3996.2954,4698.517
443,4449.9673,3767.1672
444,4901.832,3519.185
445,4634.292,2797.1206
446,6589.2627,4644.2617
447,6538.177,4907.438
448,4229.806,3232.487
449,6074.105,4679.161
450,4596.377,2156.9307
451,4873.5376,3416.8245
452,6400.832,4742.394
453,4425.574,4753.1606
454,4162.1284,3112.055
455,5508.4927,3792.9998
456,4633.498,3448.1536
457,7595.846,6594.298
458,3956.7212,3516.1125
459,4160.4243,3494.2053
460,5301.7886,3484.5957
461,6529.052,4628.1777
462,4269.7344,3520.716
463,5299.5776,3844.579
464,5612.431,4269.7344
465,4536.113,3070.0261
466,4131.9155,2712.0098
467,4034.9373,3095.5237
468,6279.101,4992.9546
469,5880.764,4294.5396
470,5270.079,3550.6292
471,3952.783,3329.6619
472,4434.4233,1771.1696
473,5998.324,4142.539
474,3847.3792,2507.7034
475,4425.574,3593.1401
476,5190.787,3582.0654
477,3967.62,3232.487
478,6147.171,4324.544
479,4649.9604,3785.8696
480,4043.2134,2801.163
481,6191.9106,4404.804
482,5819.773,4203.8193
483,5820.4087,5564.099
484,4511.0903,3087.1199
485,5401.4897,4310.8413
486,4178.9185,2005.4543
487,4381.719,1910.2128
488,6433.4146,4926.744
489,5920.487,3852.9429
490,5107.612,3532.841
491,3991.8528,3429.1782
492,4770.3403,4171.6978
493,4296.8296,3243.9602
494,6206.3047,4580.125
495,5565.755,4045.2654
496,6105.676,4581.28
497,4219.023,2844.3967
498,5950.1133,4190.951
499,5394.6396,3513.026
500,4580.991,3089.9314
501,5757.0376,4143.124
502,4366.7905,3709.912
503,5798.403,3761.875
504,6068.7812,4429.277
505,5940.2046,4282.0264
506,5484.9673,3929.4495
507,4203.2886,2725.3176
508,4520.076,3833.256
509,4182.223,2734.0796
510,4081.754,1936.7487
511,4123.5264,2637.4958
512,5140.63,4640.3457
513,4309.947,3511.4775
514,5360.538,4061.4478
515,5204.831,3333.6865
516,5595.7886,4213.3
517,4326.2905,2968.5237
518,5777.2124,4303.649
519,7333.11,6536.472
520,4533.001,3270.7705
521,6458.4297,4444.949
522,5152.6045,1945.5001
523,6270.8228,4543.2104
524,4792.9956,4696.131
525,5932.8975,4228.277
526,4372.886,3010.1125
527,3804.0483,2772.4543
528,6362.0044,4564.6177
529,4350.655,2149.3572
530,6222.591,4252.303
531,4114.4126,3494.2053
532,4510.12,1865.0446
533,6686.7446,4934.8804
534,5239.851,94.532394
535,5240.144,3847.3792
536,6027.0684,3630.514
537,5371.4126,4415.4653
538,5039.462,3768.2205
539,5258.244,3064.2417
540,6280.1997,4066.751
541,5539.6514,4208.5776
542,6021.9263,4482.9805
543,3890.5972,1361.5568
544,4146.0405,3580.668
545,6129.7524,4553.8564
546,6137.355,4667.7476
547,4845.551,4195.27
548,4445.669,3761.875
549,5669.931,3543.2747
550,4547.491,3807.0293
551,5140.86,3976.816
552,4206.4673,2914.1345
553,5984.561,4424.087
554,5351.988,2747.06
555,5087.833,4031.4565
556,6348.236,4328.4663
557,5102.6045,3154.4275
558,5911.6514,4411.6787
559,5524.273,2921.1392
560,4221.6074,4516.882
561,4672.9844,3900.1045
562,4322.793,3454.9255
563,5330.321,3416.8245
564,4678.1772,3966.0745
565,6202.728,4673.729
566,6684.168,4740.8403
567,3938.401,3028.5823
568,4448.8955,5313.675
569,4443.5083,3502.1108
570,5480.058,3174.7375
571,4513.027,4501.6436
572,4728.72,3722.4492
573,6308.8154,4522.9365
574,5680.349,4363.5146
575,5421.6577,4176.1514
576,4073.9707,3555.0037
577,5476.1016,3841.7668
578,5574.3047,4232.853
579,3940.8206,3290.2383
580,4408.633,3802.0535
581,5039.19,3309.1868
582,5255.106,3673.235
583,5967.525,4289.9346
584,6088.65,4686.2485
585,6294.6094,4485.6816
586,5560.0254,3709.912
587,3860.287,3098.3042
588,4826.5386,1269.7141
589,5322.2686,3709.912
590,3964.5251,4201.6934
591,4641.654,3353.4707
592,5286.6846,3277.319
593,6250.411,4003.631
594,6006.066,4061.4478
595,5388.935,2914.1345
596,6143.487,4262.531
597,4125.3335,2707.5288
598,5621.598,4442.786
599,5972.7734,4400.565
600,6336.339,4634.292
601,3922.8599,3095.5237
602,6106.188,4060.7815
603,5436.46,3159.5576
604,5430.2114,3552.0906
605,5879.5117,4356.4956
606,3999.2397,3372.7107
607,5178.469,3893.204
608,5436.036,3850.167
609,5509.4326,5085.3145
610,5168.9814,3925.3389
611,4491.716,2693.9497
612,4029.3591,3809.9963
613,4564.3213,3454.9255
614,4854.839,3850.167
615,6161.5376,4531.1265
616,5189.513,3963.749
617,5086.449,3860.287
618,4071.355,2698.499
619,5947.303,3852.0188
620,5309.5063,3881.8298
621,5803.423,4059.4473
622,4374.5015,2577.3765
623,6602.3384,4869.7715
624,4947.2007,3850.167
625,5579.3994,3323.5815
626,4162.1284,3159.5576
627,5145.677,3459.961
628,7165.816,5364.45
629,5703.117,4108.88
630,4829.428,3584.8513
631,4028.6582,1936.7487
632,5996.9595,4358.5684
633,6265.7754,5071.919
634,5888.3267,4531.4395
635,5306.2734,3357.3613
636,5523.5396,3838.9424
637,4298.199,3237.0984
638,6795.549,5262.78
639,5999.5474,4517.202
640,5140.63,3597.2463
641,4603.3716,3087.1199
642,5362.697,3081.4648
643,5123.339,3861.1992
644,5067.647,2693.9497
645,3783.8179,2102.9993
646,6090.8496,4324.544
647,5323.9727,3560.7925
648,3863.928,2684.7812
649,5479.203,3815.8901
650,3889.7256,2941.7932
651,5384.4863,3926.9863
652,5710.6987,4150.679
653,6155.6953,4038.3987
654,4828.659,3136.186
655,6496.682,4886.4507
656,6085.9375,4083.042
657,4130.1274,2698.499
658,5831.1177,3665.894
659,6349.7744,4720.7344
660,5215.5103,3078.6213
661,5605.21,4141.3677
662,4575.1934,2784.8765
663,4381.321,3519.185
664,5295.8457,3052.5388
665,5744.9146,4562.2427
666,5764.6313,4393.174
667,4434.7896,2306.342
668,5514.668,3556.4556
669,5670.171,4489.0415
670,5329.8994,2881.8408
671,7043.417,5466.096
672,6637.8403,4553.2534
673,5254.152,3816.8674
674,6140.11,4332.7954
675,5051.321,3503.681
676,5888.9946,4391.9985
677,4876.391,2921.1392
678,5150.2285,3825.5955
679,4418.8535,3162.1094
680,4529.56,4041.1543
681,4499.3413,2892.7485
682,6151.286,4127.1357
683,3863.928,2126.3755
684,6234.137,4701.3687
685,4611.935,4930.9883
686,6032.167,4356.4956
687,3954.361,2910.6091
688,4604.483,3290.2383
689,5071.7896,3174.7375
690,4485.3447,830.722
691,6239.7725,4525.4683
692,5652.01,4246.383
693,4240.9062,1428.8212
694,4857.7812,4677.438
695,5060.328,4507.5244
696,5361.8184,4237.8984
697,5722.7314,3601.3274
698,5768.0254,4493.049
699,4018.0532,2473.8254
700,6191.002,4455.299
701,5485.9443,3594.5117
702,6039.3584,4334.9487
703,6362.233,4809.8984
704,4796.0483,2156.9307
705,4359.3955,402.06403
706,6365.7495,4504.591
707,5112.095,4303.649
708,4340.9385,3347.5938
709,6449.409,4097.6665
710,6113.9775,3925.3389
711,4981.9844,3034.6418
712,4844.989,3602.6821
713,4041.8413,4284.363
714,6301.0396,4804.9165
715,6346.053,4253.775
716,5472.8516,4505.5703
717,4704.443,4088.1672
718,5924.212,4615.2183
719,4489.3765,3780.7283
720,7321.36,5850.2754
721,4511.0903,2707.5288
722,5974.3394,4866.886
723,5254.7246,3691.2378
724,4059.4473,3037.6538
725,5957.9604,4577.519
726,4725.994,3439.5933
727,4321.0366,2377.698
728,4065.4292,3351.517
729,4790.3374,3890.5972
730,4180.573,3162.1094
731,5921.973,4744.607
732,4423.715,2005.4543
733,4480.2676,2420.8262
734,3903.527,2968.5237
735,4218.505,3780.7283
736,6319.4053,4443.8687
737,5524.456,3317.4482
738,6186.1733,4229.806
739,5658.9395,4133.6987
740,6204.2524,4807.313
741,5501.3022,3882.712
742,3943.231,2931.5327
743,4217.4673,2396.3918
744,5426.5605,3847.3792
745,5384.948,3189.6096
746,6248.945,4498.682
747,4903.366,3900.962
748,6467.994,4742.394
749,5363.654,4066.751
750,6402.7256,4809.6997
751,5338.018,3799.0496
752,4168.337,3103.8347
753,6628.547,4620.6514
754,5329.1406,3078.6213
755,3797.0393,2951.923
756,5091.466,2651.94
757,5360.298,3644.64
758,5227.404,3786.893
759,5426.776,3869.351
760,4935.5264,3482.9807
761,4492.383,3311.2612
762,6071.9907,4159.2856
763,5144.075,3841.7668
764,4656.3726,2473.8254
765,5845.5967,4298.6553
766,4693.7354,3246.2332
767,4437.7095,3819.7898
768,5164.679,3586.24
769,5816.282,3798.0452
770,5640.4316,1526.9543
771,4687.9473,3323.5815
772,5825.7314,3432.6675
773,6228.6953,4263.978
774,3885.351,3586.24
775,4602.258,4121.109
776,4383.7095,3154.4275
777,6439.917,4513.993
778,6246.333,4431.488
779,4328.9004,3774.5044
780,5744.4907,3956.7212
781,5195.9604,3556.4556
782,6249.5503,4399.0166
783,5026.116,3610.7537
784,4118.0737,3114.775
785,5205.038,956.32556
786,5644.7993,4110.114
787,5169.6406,3511.4775
788,4096.408,2899.9402
789,6004.801,4408.251
790,4758.365,2055.043
791,6578.927,4785.1924
792,4964.072,4107.025
793,5838.636,4066.751
794,5210.605,4032.851
795,4569.635,4580.125
796,4346.027,4686.006
797,5056.503,3411.4617
798,5235.435,3454.9255
799,6165.6826,4497.692
800,6205.2397,3449.8528
801,6749.0356,4697.0864
802,3951.9924,3407.863
803,4012.3237,3174.7375
804,6067.071,4260.595
805,5345.7,4030.7583
806,4448.8955,2797.1206
807,6174.594,4463.735
808,4260.111,2747.06
809,5856.716,4440.253
810,5918.2026,3965.3003
811,4195.27,2358.6812
812,4234.876,3698.303
813,6338.5728,4243.402
814,7939.5513,6726.5264
815,5866.2153,3844.579
816,6296.2744,4488.035
817,5083.672,3622.6804
818,5189.832,2751.3445
819,4516.241,4703.262
820,5300.1978,2725.3176
821,4436.616,3534.3416
822,4401.724,3277.319
823,4070.043,2551.1624
824,4583.5825,3225.5146
825,6226.8325,4038.3987
826,3961.415,2738.4277
827,4581.8564,3250.7573
828,4463.3857,2844.3967
829,5996.569,4039.0889
830,4223.667,2468.0679
831,4923.294,3061.3328
832,4356.9106,2772.4543
833,5126.0586,3315.392
834,4049.35,2473.8254
835,4052.0586,3389.584
836,4786.8438,3070.0261
837,5788.236,3879.1763
838,4404.0356,2961.9253
839,4505.5703,1327.397
840,4865.982,2622.823
841,4946.091,3519.185
842,4877.458,4007.9922
843,4517.842,3374.606
844,7168.83,6240.219
845,5820.521,4122.923
846,4190.4097,1163.65
847,4167.213,3187.1519
848,6146.802,4325.8545
849,6493.439,4588.7324
850,3857.5427,1722.4694
851,6003.8916,4436.251
852,6109.621,4379.7227
853,4228.277,2910.6091
854,6300.686,5093.71
855,4258.168,3106.5847
856,4125.3335,2134.0796
857,5128.2964,5522.4375
858,6306.6016,3955.9355
859,6373.4097,4081.1091
860,4362.2817,2738.4277
861,4030.7583,0.0
862,5795.8384,4382.1177
863,5385.794,3715.6406
864,5424.186,3742.4597
865,6165.324,4544.1304
866,5135.5405,3818.8171
867,4834.024,2518.748
868,5331.33,3854.7869
869,3935.1604,0.0
870,4253.775,0.0
871,4831.7305,3407.863
872,5897.1465,5451.46
873,6224.352,4328.9004
874,6549.465,4616.8535
875,5303.9033,3832.3035
876,6300.13,4189.867
877,4657.647,3395.1184
878,5162.128,3250.7573
879,6521.433,5002.285
880,4921.1484,3771.37
881,5425.77,3270.7705
882,5396.68,3594.5117
883,3989.6199,3138.8196
884,6465.425,4977.4805
885,4993.8354,3577.8645
886,4346.027,1558.8982
887,5624.036,4413.9536
888,6359.062,4491.716
889,4384.107,3270.7705
890,6516.3354,4385.297
891,3890.5972,2402.5525
892,5452.2173,3978.3357
893,5612.695,3866.6453
894,4535.181,3846.447
895,6144.405,4561.9453
896,4782.915,3448.1536
897,6088.003,4705.15
898,5831.5947,4261.0796
899,5780.257,3584.8513
900,4827.5034,3919.5393
901,5265.6914,2788.9773
902,5407.2256,3525.2886
903,5605.6904,4203.8193
904,6311.071,4677.438
905,4877.458,3208.9795
906,6045.488,4247.868
907,6228.2017,4086.89
908,5449.389,3138.8196
909,5190.257,3978.3357
910,5764.9595,4380.5225
911,5621.13,4667.998
912,6074.5464,4305.4546
913,4257.1943,2914.1345
914,6631.0127,4823.0522
915,3775.546,3177.237
916,5006.7534,3478.113
917,4084.9688,3345.6238
918,4057.4407,2698.499
919,5326.096,3691.2378
920,6305.951,4628.712
921,5538.5186,3525.2886
922,5911.9727,4105.164
923,4912.155,1537.6458
924,5568.0317,3838.9424
925,4215.387,2171.949
926,4514.3145,3098.3042
927,6071.6216,4782.5
928,3837.9983,1199.3119
929,4279.6816,754.25824
930,5979.156,4775.1914
931,4054.0823,2377.698
932,4119.2896,3146.6646
933,4163.2617,3832.3035
934,5185.6763,3989.6199
935,6266.774,4851.3257
936,5543.5093,4155.8574
937,4192.0337,3162.1094
938,6223.5103,4454.945
939,5242.193,3729.1875
940,4010.1616,2881.8408
941,3885.351,3264.1614
942,6167.1353,4806.3154
943,4055.4277,3250.7573
944,4083.042,2821.091
945,3915.3643,3225.5146
946,5026.9507,3511.4775
947,6289.93,4468.603
948,3885.351,3061.3328
949,3784.8447,2961.9253
950,6496.1714,4480.2676
951,6285.6807,4576.648
952,6190.577,4107.025
953,7031.037,5258.813
954,5784.041,3873.8357
955,4507.1987,533.8547
956,5527.9873,3782.7898
957,3922.8599,3128.2288
958,5377.518,2592.7686
959,4532.0645,3454.9255
960,4011.6038,4230.315
961,4997.054,4128.932
962,4249.8433,3298.7224
963,4632.1724,1865.0446
964,4161.5605,3204.185
965,4574.0273,3204.185
966,5428.0664,4060.7815
967,6094.3237,3955.9355
968,5984.4185,4423.715
969,4307.705,3339.6807
970,4811.088,5007.9014
971,5734.615,4460.585
972,6204.4893,4270.6885
973,5277.107,3618.7285
974,4072.01,1439.8914
975,5995.0596,3230.1704
976,5193.432,3463.2974
977,4225.2075,2592.7686
978,5146.7036,3454.9255
979,6535.1274,4886.6255
980,6304.447,4558.6626
981,5760.186,3748.996
982,6814.713,4817.1978
983,5821.5664,4012.3237
984,4816.02,3902.6733
985,5847.2437,3720.1875
986,3824.6316,3283.8079
987,6111.7686,4520.713
988,5356.52,3650.9624
989,5098.0503,3947.2285
990,4127.1357,1091.4562
991,5488.2827,4067.4106
992,4041.1543,1494.6222
993,6326.449,4361.4585
994,6154.3867,4495.043
995,4072.01,4608.91
996,4531.1265,3474.8484
997,4667.998,3713.3552
998,5768.0664,4447.105
999,5545.2817,4298.6553
1000,5224.4023,3339.6807
1001,5854.318,4285.7603
1002,5349.0566,4261.0796
1003,5581.9033,4287.619
1004,5177.82,3915.3643
1005,4156.4297,2991.1921
1006,6109.4824,4523.5703
1007,4495.706,4940.031
1008,6372.588,4409.396
1009,6204.4497,4480.9473
1010,3999.2397,2867.067
1011,5873.3794,4206.4673
1012,5119.4155,4105.164
1013,4399.404,3406.0566
1014,5327.2817,4072.6643
1015,5625.639,4018.7656
1016,4661.707,3469.9219
1017,4875.144,2518.748
1018,4679.898,5619.619
1019,5158.001,0.0
1020,4064.1047,2490.9058
1021,5778.536,4558.3633
1022,4496.6997,3634.3965
1023,4002.9014,3443.0303
1024,4041.1543,3122.8762
1025,5932.5254,4667.7476
1026,5731.98,4034.9373
1027,5257.675,3946.431
1028,4379.3228,2889.129
1029,6400.9175,4584.7305
1030,4481.6255,1361.5568
1031,5492.3535,3925.3389
1032,3926.163,2306.342
1033,3889.7256,4558.6626
1034,4872.822,3538.8228
1035,6347.9087,4722.34
1036,5126.0586,3819.7898
1037,6087.211,3917.0376
1038,6025.1553,4097.0376
1039,6413.5444,4873.3584
1040,3874.7288,2725.3176
1041,4807.114,0.0
1042,4449.9673,2149.3572
1043,5932.153,4289.9346
1044,4052.0586,2402.5525
1045,5859.49,4550.2275
1046,3849.239,3605.3835
1047,6174.906,4148.944
1048,5918.2344,4097.0376
1049,4055.4277,2432.8372
1050,7417.529,5530.048
1051,5932.9595,4151.257
1052,5303.991,4055.4277
1053,5468.446,3876.5115
